show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,year_added,month_added,day_added,is_movie,cleaned_description,rating_G,rating_PG,rating_PG-13,rating_TV-14,rating_TV-G,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV
s1038,Movie,One Magic Christmas,Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Elizabeth Harnois, Arthur Hill, Wayne Robson, Jan Rubes","Canada, United States",2019-11-12,1985,89 min,"Drama, Fantasy",A young mother rediscovers the joy of Christmas thanks to the unshakable faith of her daughter.,2019.0,11.0,12.0,1,young mother rediscovers joy christmas thanks unshakable faith daughter,True,False,False,False,False,False,False,False,False
s1039,Movie,One Man Band,"Mark Andrews, Andrew Jimenez",Unknown,United States,2019-11-12,2006,5 min,"Animation, Comedy, Family",A girl gets caught in the middle of a musical duel.,2019.0,11.0,12.0,1,girl get caught middle musical duel,True,False,False,False,False,False,False,False,False
s1040,Movie,Operation Dumbo Drop,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",United States,2019-11-12,1995,109 min,"Action-Adventure, Animals & Nature, Comedy",Soldiers secretly transport an elephant across 200 miles of rugged terrain.,2019.0,11.0,12.0,1,soldier secretly transport elephant across mile rugged terrain,False,True,False,False,False,False,False,False,False
s1041,TV Show,Origins: The Journey of Humankind,Unknown,"Mark Monroe, Jason Silva",United States,2019-11-12,2016,1 Season,"Docuseries, Historical","Hosted by Jason Silva, this eight-part series illuminates key developments in human culture.",2019.0,11.0,12.0,0,hosted jason silva series illuminates key development human culture,False,False,False,True,False,False,False,False,False
s1042,TV Show,Out of the Box,Unknown,"Vivian Bayubay, Tony James, Jill Schackner, Aleisha Allen, Cece Cortes, Nicholas Eng",United States,2019-11-12,1998,3 Seasons,Kids,A group of children come and play in a clubhouse made entirely out of painted cardboard boxes.,2019.0,11.0,12.0,0,group child come play clubhouse made entirely painted cardboard box,False,False,False,False,True,False,False,False,False
s1043,Movie,Paris To Pittsburgh,"Sidney Beaumont, Michael Bonfiglio",Rachel Brosnahan,United States,2019-11-12,2018,77 min,Documentary,Americans are demanding action on climate change and taking matters into their own hands.,2019.0,11.0,12.0,1,american demanding action climate change taking matter hand,False,False,False,False,False,True,False,False,False
s1044,Movie,Partly Cloudy,Peter Sohn,"Tony Fucile, Lori Richardson",United States,2019-11-12,2009,6 min,"Animation, Comedy, Family",Cloud people bring babies to life to storks to deliver,2019.0,11.0,12.0,1,cloud people bring baby life stork deliver,True,False,False,False,False,False,False,False,False
s1045,Movie,Party Central,Kelsey Mann,"John Goodman, Billy Crystal, Dave Foley, Sean Hayes, Joel Murray, Charlie Day",United States,2019-11-12,2014,7 min,"Animation, Comedy, Family",Mike and Sulley return to Monsters University.,2019.0,11.0,12.0,1,mike sulley return monster university,False,True,False,False,False,False,False,False,False
s1046,Movie,Perri,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,United States,2019-11-12,1957,75 min,"Animals & Nature, Documentary, Family",The story of a little Pine Squirrel named Perri and her life in the forest.,2019.0,11.0,12.0,1,story little pine squirrel named perri life forest,True,False,False,False,False,False,False,False,False
s1047,Movie,Pete's Dragon,David Lowery,"Bryce Howard, Oakes Fegley, Wes Bentley, Karl Urban, Oona Laurence, Isiah Whitlock Jr.",United States,2019-11-12,2016,106 min,"Action-Adventure, Family, Fantasy",A mysterious boy claims to live in the woods with a giant green dragon.,2019.0,11.0,12.0,1,mysterious boy claim live wood giant green dragon,False,True,False,False,False,False,False,False,False
s1048,Movie,Peter Pan,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",United States,2019-11-12,1953,79 min,"Action-Adventure, Animation, Family",Adventures await when Peter Pan and his friends fly to Never Land. See details for advisory.,2019.0,11.0,12.0,1,adventure await peter pan friend fly never land see detail advisory,True,False,False,False,False,False,False,False,False
s1049,Movie,Peter Pan: Return to Never Land,Robin Budd,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough","United States, Canada, Australia",2019-11-12,2002,77 min,"Action-Adventure, Animation, Family",Wendy's daughter Jane is whisked away to Never Land by Captain Hook.,2019.0,11.0,12.0,1,wendy daughter jane whisked away never land captain hook,True,False,False,False,False,False,False,False,False
s1050,Movie,Phantom of the Megaplex,Blair Treu,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith, Rich Hutchman, John Novak","United States, Canada",2019-11-12,2000,89 min,"Comedy, Coming of Age",A phantom haunting a local megaplex threatens to ruin a premiere gala.,2019.0,11.0,12.0,1,phantom haunting local megaplex threatens ruin premiere gala,False,False,False,False,True,False,False,False,False
s1051,TV Show,Phil of the Future,Unknown,"Ricky Ullman, Amy Bruckner, Craig Anton, Lise Simms, Alyson Michalka",United States,2019-11-12,2003,2 Seasons,"Comedy, Coming of Age, Kids",Phil is just your average teenager – whose family crash-landed here from the year 2121.,2019.0,11.0,12.0,0,phil average teenager whose family year,False,False,False,False,True,False,False,False,False
s1052,TV Show,Phineas and Ferb,Unknown,"Vincent Martella, Ashley Tisdale, Thomas Sangster, Caroline Rhea, Alyson Stoner, Mitchel Musso","United States, South Korea, China, Taiwan",2019-11-12,2007,4 Seasons,"Action-Adventure, Animation, Comedy",Phineas and Ferb have big summertime adventures with friends.,2019.0,11.0,12.0,0,phineas ferb big summertime adventure friend,False,False,False,False,True,False,False,False,False
s1053,Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,"Dan Povenmire, Robert Hughes","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire","United States, Taiwan, China",2019-11-12,2011,79 min,"Action-Adventure, Animation, Comedy",Phineas and Ferb jump dimensions and learn Perry is a real secret agent.,2019.0,11.0,12.0,1,phineas ferb jump dimension learn perry real secret agent,False,False,False,False,True,False,False,False,False
s1054,Movie,Phineas and Ferb: Mission Marvel,"Robert Hughes, Sue Perrotto","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",Unknown,2019-11-12,2013,46 min,"Action-Adventure, Animation, Comedy",Two Universes Collide In One Epic Adventure!,2019.0,11.0,12.0,1,two universe collide one epic adventure,False,False,False,False,True,False,False,False,False
s1055,Movie,Piglet's Big Movie,Francis Glebas,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie, Nikita Hopkins, Peter Cullen",United States,2019-11-12,2003,78 min,"Action-Adventure, Animation, Kids","When Piglet disappears, his friends band together to find him.",2019.0,11.0,12.0,1,piglet disappears friend band together find,True,False,False,False,False,False,False,False,False
s1056,Movie,Pinocchio,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",United States,2019-11-12,1940,90 min,"Animation, Family, Fantasy",A little wooden puppet yearns to become a real boy.,2019.0,11.0,12.0,1,little wooden puppet yearns become real boy,True,False,False,False,False,False,False,False,False
s1057,Movie,Piper,Alan Barillaro,Unknown,United States,2019-11-12,2016,6 min,"Animals & Nature, Animation, Family",A sandpiper exploring by the shore encounters scary waves.,2019.0,11.0,12.0,1,sandpiper exploring shore encounter scary wave,True,False,False,False,False,False,False,False,False
s1058,Movie,Pirates of the Caribbean: At World's End,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Chow Yun-Fat",United States,2019-11-12,2007,169 min,"Action-Adventure, Fantasy",An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.,2019.0,11.0,12.0,1,alliance form rescue captain jack sparrow davy jones locker,False,False,True,False,False,False,False,False,False
s1059,Movie,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Jack Davenport",United States,2019-11-12,2006,152 min,"Action-Adventure, Fantasy","Captain Jack Sparrow must seize the ""Dead Man's Chest"" to cheat death.",2019.0,11.0,12.0,1,captain jack sparrow must seize dead man chest cheat death,False,False,True,False,False,False,False,False,False
s1060,Movie,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Kevin McNally",United States,2019-11-12,2003,144 min,"Action-Adventure, Fantasy",Jack Sparrow and Will Turner partner to save the governor's daughter.,2019.0,11.0,12.0,1,jack sparrow turner partner save governor daughter,False,False,True,False,False,False,False,False,False
s1061,TV Show,Pixar In Real Life,Unknown,Unknown,United States,2019-11-12,2019,1 Season,"Anthology, Comedy, Family",Characters and moments from Pixar films are brought to life to the surprise of real people.,2019.0,11.0,12.0,0,character moment pixar film brought life surprise real people,False,False,False,False,True,False,False,False,False
s1062,Movie,Pixel Perfect,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",United States,2019-11-12,2004,90 min,"Comedy, Coming of Age, Music",A techno whiz must protect his hologram from falling into the wrong hands.,2019.0,11.0,12.0,1,techno whiz must protect hologram falling wrong hand,False,False,False,False,True,False,False,False,False
s1063,Movie,Planet of the Birds,Unknown,Rodd Houston,Unknown,2019-11-12,2018,45 min,"Animals & Nature, Documentary, Family","Tough and versatile, birds live in almost every habitat across the world.",2019.0,11.0,12.0,1,tough versatile bird live almost every habitat across world,False,False,False,False,False,True,False,False,False
s1064,Movie,Pluto and the Gopher,Charles Nichols,Unknown,United States,2019-11-12,1950,7 min,"Animation, Comedy, Family",Pluto tries to catch a gopher in Minnie's garden. See details for advisory.,2019.0,11.0,12.0,1,pluto try catch gopher minnie garden see detail advisory,False,False,False,False,False,True,False,False,False
s1065,Movie,Pluto's Christmas Tree,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",United States,2019-11-12,1952,7 min,"Animation, Family, Kids",Pluto and Mickey bring home a special Christmas Tree. See details for advisory.,2019.0,11.0,12.0,1,pluto mickey bring home special christmas tree see detail advisory,False,False,False,False,False,False,False,True,False
s1066,Movie,Pluto's Surprise Package,Charles Nichols,Unknown,United States,2019-11-12,1949,7 min,"Animation, Comedy, Family","Pluto tries to bring in the mail, but one parcel refuses to cooperate. See details for advisory.",2019.0,11.0,12.0,1,pluto try bring mail one parcel refuse cooperate see detail advisory,False,False,False,False,True,False,False,False,False
s1067,Movie,Pluto's Sweater,Charles Nichols,Unknown,United States,2019-11-12,1949,7 min,"Animation, Comedy, Family",Pluto hates the sweater that Minnie knits for him. See details for advisory.,2019.0,11.0,12.0,1,pluto hate sweater minnie knit see detail advisory,False,False,False,False,True,False,False,False,False
s1068,Movie,Pocahontas,"Mike Gabriel, Eric Goldberg","Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means",United States,2019-11-12,1995,85 min,"Action-Adventure, Animation, Family",Free-spirited Pocahontas must find her own path.,2019.0,11.0,12.0,1,pocahontas must find path,True,False,False,False,False,False,False,False,False
s1069,Movie,Pocahontas II: Journey to a New World,"Bradley Raymond, Tom Ellery","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",United States,2019-11-12,1998,77 min,"Action-Adventure, Animation, Family",Pocahontas sets sail for England and the allure of life in a new land.,2019.0,11.0,12.0,1,pocahontas set sail england allure life new land,True,False,False,False,False,False,False,False,False
s1070,Movie,Pollyanna,David Swift,"Jane Wyman, Richard Egan, Karl Malden, Nancy Olson, Adolphe Menjou, Donald Crisp",United States,2019-11-12,1960,135 min,"Coming of Age, Drama, Family","An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt.",2019.0,11.0,12.0,1,orphan brings sunshine life everyone meet despite stifling aunt,True,False,False,False,False,False,False,False,False
s1071,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",United States,2019-11-12,1997,78 min,"Action-Adventure, Animation, Kids",Pooh and his pals set off on an adventure to find their best friend.,2019.0,11.0,12.0,1,pooh pal set adventure find best friend,False,False,False,False,True,False,False,False,False
s1072,Movie,Pooh's Heffalump Movie,Frank Nissen,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie, Ken Sansom, Peter Cullen",United States,2019-11-12,2005,73 min,"Action-Adventure, Animation, Kids",Pooh and his friends are shocked when Roo befriends a playful Heffalump.,2019.0,11.0,12.0,1,pooh friend shocked roo befriends playful heffalump,True,False,False,False,False,False,False,False,False
s1073,Movie,Presto,Doug Sweetland,Unknown,United States,2019-11-12,2008,5 min,"Animation, Family, Kids",Presto forgets to feed his rabbit one too many times.,2019.0,11.0,12.0,1,presto forgets feed rabbit one many time,True,False,False,False,False,False,False,False,False
s1074,Movie,Princess Protection Program,Allison Liddi-Brown,"Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan, Johnny Rodriguez, Jamie Chung",United States,2019-11-12,2009,90 min,"Buddy, Comedy, Coming of Age",Royalty and roughing it collide when a princess moves in with a tomboy.,2019.0,11.0,12.0,1,royalty roughing collide princess move tomboy,False,False,False,False,True,False,False,False,False
s1075,Movie,Purl,Kristen Lester,"Bret Parker, Emily Davis, Kelsey Mann, Austin Madison, Erik Langley, Michael Daley",United States,2019-11-12,2019,12 min,"Animation, Comedy, Family",Purl gets a job at a start-up and must decide how far is she willing to go to be accepted.,2019.0,11.0,12.0,1,purl get job must decide far willing go accepted,False,True,False,False,False,False,False,False,False
s1076,TV Show,Quack Pack,Unknown,"Tony Anselmo, James Avery, Brian Cummings, E.G. Daily, Jeannie Elias, Pamela Segall",United States,2019-11-12,1996,1 Season,"Action-Adventure, Animation, Comedy","This cartoon follows on from the 1980's cartoon ""DuckTales"".",2019.0,11.0,12.0,0,cartoon follows cartoon ducktales,False,False,False,False,False,False,True,False,False
s1077,Movie,Queen of Katwe,Mira Nair,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga, Martin Kabanza, Taryn Kyaze, Esther Tebandeke",United States,2019-11-12,2016,125 min,"Biographical, Drama, Sports",A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.,2019.0,11.0,12.0,1,ugandan girl life change forever discovers amazing talent chess,False,True,False,False,False,False,False,False,False
s1078,Movie,Quints,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza","Canada, United States",2019-11-12,2000,83 min,"Comedy, Coming of Age",Jamie is the center of attention until her mom gives birth to quintuplets.,2019.0,11.0,12.0,1,jamie center attention mom give birth quintuplet,False,False,False,False,True,False,False,False,False
s1079,Movie,Ratatouille,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",United States,2019-11-12,2007,111 min,"Animation, Comedy, Family",A determined young rat dreams of becoming a French chef.,2019.0,11.0,12.0,1,determined young rat dream becoming french chef,True,False,False,False,False,False,False,False,False
s1080,Movie,Read It and Weep,Paul Hoen,"Kay Panabaker, Jason Dolley, Robin Riker, Tom Virtue, Alexandra Krosney, Danielle Panabaker",United States,2019-11-12,2006,85 min,"Comedy, Coming of Age, Drama",Jamie's journal accidentally becomes a best-selling book.,2019.0,11.0,12.0,1,jamie journal accidentally becomes book,False,False,False,False,True,False,False,False,False
s1081,Movie,Ready to Run,Duwayne Dunham,"Krissy Perez, Jason Dohring, Lillian Hurst, Jon Brazier, Nestor Serrano, Theresa Saldana","United States, New Zealand",2019-11-12,2000,89 min,"Animals & Nature, Coming of Age, Family",Corrie dreams of becoming a jockey despite her father's race-related death.,2019.0,11.0,12.0,1,corrie dream becoming jockey despite father death,False,False,False,False,True,False,False,False,False
s1082,Movie,Recess: All Growed Down,"Howy Parkins, Chuck Sheetz","Rickey Collins, Jason Davis, Ashley Johnson, Myles Jeffrey, Andrew Lawrence, Ross Malinger",United States,2019-11-12,2003,61 min,"Animation, Comedy, Family",T.J. and the gang are captured by the kindergartners.,2019.0,11.0,12.0,1,gang captured kindergartner,True,False,False,False,False,False,False,False,False
s1083,Movie,Recess: School's Out,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall","United States, Japan",2019-11-12,2001,87 min,"Animation, Comedy, Family",Third Street Elementary students band together to save summer break.,2019.0,11.0,12.0,1,third street elementary student band together save summer break,True,False,False,False,False,False,False,False,False
s1084,Movie,Recess: Taking the 5th Grade,Howy Parkins,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",United States,2019-11-12,2003,63 min,"Animation, Comedy, Family",The gang graduates to the fifth grade but discovers some unwelcome changes.,2019.0,11.0,12.0,1,gang graduate fifth grade discovers unwelcome change,True,False,False,False,False,False,False,False,False
s1085,Movie,Red's Dream,John Lasseter,Unknown,United States,2019-11-12,1987,4 min,"Animation, Drama, Family","Red, a unicycle, dreams that he steals the show.",2019.0,11.0,12.0,1,red unicycle dream steal show,False,False,False,False,True,False,False,False,False
s1086,Movie,Remember the Titans,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",United States,2019-11-12,2000,114 min,"Drama, Historical, Sports",An African-American coach leads a newly integrated high school football team in 1970s Virginia.,2019.0,11.0,12.0,1,coach lead newly integrated high school football team virginia,False,True,False,False,False,False,False,False,False
s1087,Movie,Rescue Dog,Charles Nichols,Unknown,United States,2019-11-12,1947,7 min,"Animation, Comedy, Family",Rescue dog Pluto must deal with a playful seal pup. See details for advisory.,2019.0,11.0,12.0,1,rescue dog pluto must deal playful seal pup see detail advisory,False,False,False,False,True,False,False,False,False
s1088,Movie,Return from Witch Mountain,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",United States,2019-11-12,1978,94 min,"Action-Adventure, Family, Science Fiction",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,2019.0,11.0,12.0,1,sinister mastermind manipulate boy supernatural power devious gain,True,False,False,False,False,False,False,False,False
s1089,Movie,Return to Halloweentown,David Jackson,"Sara Paxton, Judith Hoag, Lucas Grabeel, J. Zimmerman, Kristy Wu, Keone Young",United States,2019-11-12,2006,89 min,"Family, Fantasy",Marnie Piper holds the key to Witch University's ultimate secret.,2019.0,11.0,12.0,1,marnie piper hold key witch university ultimate secret,False,False,False,False,False,True,False,False,False
s1090,Movie,Return to Oz,Walter Murch,"Nicol Williamson, Jean Marsh, Piper Laurie, Matt Clark, Fairuza Balk, Michael Sundin","United Kingdom, United States",2019-11-12,1985,110 min,"Action-Adventure, Family, Fantasy",Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.,2019.0,11.0,12.0,1,dorothy battle wicked princess mombi evil nome king restore emerald city,False,True,False,False,False,False,False,False,False
s1091,Movie,Richie Rich's Christmas Wish,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",United States,2019-11-12,1998,85 min,"Action-Adventure, Comedy, Family",A wishing machine transports Richie Rich to an alternate universe.,2019.0,11.0,12.0,1,wishing machine transport richie rich alternate universe,True,False,False,False,False,False,False,False,False
s1092,Movie,Right on Track,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",United States,2019-11-12,2003,88 min,"Buddy, Family, Sports",Two sisters fight for their place in male-dominated junior drag racing.,2019.0,11.0,12.0,1,two sister fight place junior drag racing,False,False,False,False,True,False,False,False,False
s1093,Movie,Riley’s First Date?,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",United States,2019-11-12,2015,8 min,"Animation, Comedy, Coming of Age",A boy shows up at Riley's door.,2019.0,11.0,12.0,1,boy show riley door,True,False,False,False,False,False,False,False,False
s1094,Movie,Rip Girls,Joyce Chopra,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair","Australia, United States",2019-11-12,2000,87 min,"Coming of Age, Drama",Sydney questions a decision to sell her inherited Hawaiian land.,2019.0,11.0,12.0,1,sydney question decision sell inherited hawaiian land,False,False,False,False,True,False,False,False,False
s1095,Movie,Robin Hood,Wolfgang Reitherman,"Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris",United States,2019-11-12,1973,85 min,"Action-Adventure, Animation, Family",Disney's animated classic tale of England's legendary hero.,2019.0,11.0,12.0,1,disney animated classic tale england legendary hero,True,False,False,False,False,False,False,False,False
s1096,TV Show,Rocky Mountain Animal Rescue,Unknown,Chopper Bernet,United States,2019-11-12,2018,1 Season,"Animals & Nature, Docuseries, Family",Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year.,2019.0,11.0,12.0,0,officer vet pike peak area colorado handle thousand animal emergency year,False,False,False,False,False,True,False,False,False
s1097,Movie,Rogue One: A Star Wars Story,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk",United States,2019-11-12,2016,134 min,"Action-Adventure, Science Fiction",Unlikely heroes band together to steal the plans to the Death Star.,2019.0,11.0,12.0,1,unlikely hero band together steal plan death star,False,False,True,False,False,False,False,False,False
s1098,Movie,Roving Mars,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",United States,2019-11-12,2006,41 min,"Documentary, Family",Explore the surface of the red planet through the eyes of two NASA rovers.,2019.0,11.0,12.0,1,explore surface red planet eye two nasa rover,True,False,False,False,False,False,False,False,False
s1099,Movie,Ruby Bridges,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",United States,2019-11-12,1998,90 min,"Biographical, Drama, Historical",A little girl becomes the first African-American to integrate her school.,2019.0,11.0,12.0,1,little girl becomes first integrate school,False,False,False,False,False,True,False,False,False
s1100,Movie,Sacred Planet,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud","Canada, Malaysia, United States",2019-11-12,2004,47 min,"Animals & Nature, Documentary, Family",Visit some of the most exotic and beautiful places still in existence.,2019.0,11.0,12.0,1,visit exotic beautiful place still existence,True,False,False,False,False,False,False,False,False
s1101,Movie,Saludos Amigos,"Bill Roberts, Jack Kinney, Ham Luske",Fred Shields,United States,2019-11-12,1943,42 min,"Animation, Comedy, Family",Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.,2019.0,11.0,12.0,1,four animated short donald duck goofy set samba beat see detail advisory,False,False,False,False,False,True,False,False,False
s1102,Movie,"Sammy, The Way-Out Seal",Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",United States,2019-11-12,1962,43 min,"Animals & Nature, Comedy, Family",Two young brothers adopt an injured seal…without telling their parents. See details for advisory.,2019.0,11.0,12.0,1,two young brother adopt injured telling parent see detail advisory,False,False,False,False,True,False,False,False,False
s1103,Movie,Sanjay's Super Team,Sanjay Patel,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",United States,2019-11-12,2015,7 min,"Action-Adventure, Animation, Family",Young Sanjay daydreams of Hindu gods as superheroes.,2019.0,11.0,12.0,1,young sanjay daydream hindu god superheroes,False,True,False,False,False,False,False,False,False
s1104,Movie,Santa Paws 2: The Santa Pups,Robert Vince,"Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae",United States,2019-11-12,2012,92 min,"Fantasy, Musical","When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas.",2019.0,11.0,12.0,1,holiday spirit mysteriously begin disappear santa pup race save christmas,True,False,False,False,False,False,False,False,False
s1105,Movie,Santa's Workshop,Wilfred Jackson,Unknown,United States,2019-11-12,1932,7 min,"Animation, Family, Fantasy",Santa and his elves make toys to deliver on Christmas Eve See details for advisory.,2019.0,11.0,12.0,1,santa elf make toy deliver christmas eve see detail advisory,False,False,False,False,True,False,False,False,False
s1106,Movie,Saving Mr. Banks,John Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford","United States, United Kingdom, Australia",2019-11-12,2013,129 min,"Biographical, Drama, Historical","Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.",2019.0,11.0,12.0,1,discover untold story behind walt disney effort bring mary poppins life,False,False,True,False,False,False,False,False,False
s1107,Movie,Science Fair,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",United States,2019-11-12,2018,91 min,"Documentary, Family",Nine high school students compete at the International Science and Engineering Fair.,2019.0,11.0,12.0,1,nine high school student compete international science engineering fair,False,True,False,False,False,False,False,False,False
s1108,Movie,Sea of Hope: America's Underwater Treasures,Robert Nixon,Max Kennedy,United States,2019-11-12,2017,47 min,"Action-Adventure, Animals & Nature, Documentary",Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.,2019.0,11.0,12.0,1,oceanographer sylvia earle set inspire creation park protect ocean,False,False,False,False,False,True,False,False,False
s1109,Movie,Secret of The Wings,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné","United States, India, United Kingdom",2019-11-12,2012,79 min,"Animation, Fantasy, Kids",Tink crosses into the forbidden Winter Woods and finds she has a sister.,2019.0,11.0,12.0,1,tink cross forbidden winter wood find sister,True,False,False,False,False,False,False,False,False
s1110,Movie,Secretariat,Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis",United States,2019-11-12,2010,124 min,"Animals & Nature, Biographical, Drama","A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion.",2019.0,11.0,12.0,1,housewife becomes unlikely owner racehorse risk make champion,False,True,False,False,False,False,False,False,False
s1111,Movie,Secrets of Christ's Tomb: Explorer Special,Bob Strange,Unknown,United States,2019-11-12,2017,47 min,"Documentary, Historical",A team of experts races to repair the structure housing Christ’s tomb.,2019.0,11.0,12.0,1,team expert race repair structure housing christ tomb,False,False,False,False,False,True,False,False,False
s1112,Movie,Secrets of Life,James Algar,Winston Hibler,United States,2019-11-12,1956,70 min,"Animals & Nature, Documentary, Family",Discover Mother Nature’s secrets with a look at our ever-evolving planet.,2019.0,11.0,12.0,1,discover mother nature secret look planet,False,False,False,False,False,True,False,False,False
s1113,Movie,Secrets of the King Cobra,Unknown,Andre Braugher,India,2019-11-12,2012,47 min,"Animals & Nature, Documentary",A new scientific expedition follows the king cobra into the wild for the first time.,2019.0,11.0,12.0,1,new scientific expedition follows king cobra wild first time,False,False,False,False,False,True,False,False,False
s1114,TV Show,Shake It Up,Unknown,"Bella Thorne, Zendaya , Davis Cleveland, Roshon Fegan, Adam Irigoyen, Kenton Duty",United States,2019-11-12,2010,3 Seasons,"Buddy, Comedy, Coming of Age",Best friends attend high school and dance professionally.,2019.0,11.0,12.0,0,best friend attend high school dance professionally,False,False,False,False,True,False,False,False,False
s1115,Movie,Sharks of Lost Island,Unknown,Chris McLinden,United States,2019-11-12,2013,45 min,"Action-Adventure, Animals & Nature, Documentary",A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands.,2019.0,11.0,12.0,1,team explorer set explore sea land remote pitcairn island,False,False,False,False,False,True,False,False,False
